SR_WL	SR_Blue	SR_Green	SR_Red	SR_Pan	SR_NIR
962.0000000000	0.0000287112	0.0000160909	0.0000109933	0.0007673995	0.0000281260
963.0000000000	0.0000275713	0.0000157090	0.0000106798	0.0007590596	0.0000269420
964.0000000000	0.0000264314	0.0000153271	0.0000103662	0.0007507197	0.0000257580
965.0000000000	0.0000252914	0.0000149451	0.0000100527	0.0007423797	0.0000245740
966.0000000000	0.0000248287	0.0000144609	0.0000100017	0.0007311738	0.0000239214
967.0000000000	0.0000243659	0.0000139766	0.0000099507	0.0007199679	0.0000232689
968.0000000000	0.0000239032	0.0000134923	0.0000098998	0.0007087619	0.0000226163
969.0000000000	0.0000234404	0.0000130081	0.0000098488	0.0006975560	0.0000219638
970.0000000000	0.0000229777	0.0000125238	0.0000097979	0.0006863500	0.0000213113
971.0000000000	0.0000224396	0.0000125450	0.0000098202	0.0006782205	0.0000209493
972.0000000000	0.0000219016	0.0000125661	0.0000098425	0.0006700910	0.0000205873
973.0000000000	0.0000213636	0.0000125872	0.0000098648	0.0006619616	0.0000202253
974.0000000000	0.0000208256	0.0000126084	0.0000098871	0.0006538321	0.0000198633
975.0000000000	0.0000202876	0.0000126295	0.0000099094	0.0006457026	0.0000195013
976.0000000000	0.0000197559	0.0000122246	0.0000098156	0.0006386823	0.0000192567
977.0000000000	0.0000192242	0.0000118198	0.0000097218	0.0006316621	0.0000190121
978.0000000000	0.0000186925	0.0000114149	0.0000096279	0.0006246418	0.0000187674
979.0000000000	0.0000181608	0.0000110101	0.0000095341	0.0006176216	0.0000185228
980.0000000000	0.0000176291	0.0000106052	0.0000094403	0.0006106013	0.0000182782
981.0000000000	0.0000176396	0.0000103850	0.0000091928	0.0005999684	0.0000178759
982.0000000000	0.0000176502	0.0000101648	0.0000089453	0.0005893356	0.0000174735
983.0000000000	0.0000176607	0.0000099446	0.0000086979	0.0005787027	0.0000170711
984.0000000000	0.0000176712	0.0000097244	0.0000084504	0.0005680698	0.0000166687
985.0000000000	0.0000176817	0.0000095042	0.0000082030	0.0005574369	0.0000162664
986.0000000000	0.0000177269	0.0000095517	0.0000083274	0.0005519423	0.0000161992
987.0000000000	0.0000177720	0.0000095992	0.0000084519	0.0005464476	0.0000161319
988.0000000000	0.0000178172	0.0000096467	0.0000085764	0.0005409530	0.0000160647
989.0000000000	0.0000178623	0.0000096942	0.0000087009	0.0005354583	0.0000159975
990.0000000000	0.0000179075	0.0000097417	0.0000088254	0.0005299637	0.0000159303
991.0000000000	0.0000176060	0.0000095412	0.0000089654	0.0005231219	0.0000160757
992.0000000000	0.0000173045	0.0000093406	0.0000091055	0.0005162801	0.0000162210
993.0000000000	0.0000170029	0.0000091400	0.0000092456	0.0005094383	0.0000163664
994.0000000000	0.0000167014	0.0000089394	0.0000093857	0.0005025966	0.0000165117
995.0000000000	0.0000163999	0.0000087388	0.0000095257	0.0004957548	0.0000166571
996.0000000000	0.0000164022	0.0000085834	0.0000097522	0.0004859310	0.0000161532
997.0000000000	0.0000164044	0.0000084279	0.0000099786	0.0004761072	0.0000156492
998.0000000000	0.0000164067	0.0000082725	0.0000102050	0.0004662834	0.0000151453
999.0000000000	0.0000164090	0.0000081170	0.0000104314	0.0004564597	0.0000146414
1000.0000000000	0.0000164113	0.0000079615	0.0000106578	0.0004466359	0.0000141375
1001.0000000000	0.0000161867	0.0000081272	0.0000104300	0.0004392895	0.0000143426
1002.0000000000	0.0000159622	0.0000082929	0.0000102022	0.0004319431	0.0000145477
1003.0000000000	0.0000157377	0.0000084586	0.0000099744	0.0004245967	0.0000147528
1004.0000000000	0.0000155132	0.0000086242	0.0000097466	0.0004172502	0.0000149579
1005.0000000000	0.0000152887	0.0000087899	0.0000095188	0.0004099038	0.0000151630
1006.0000000000	0.0000154111	0.0000088236	0.0000094224	0.0004026001	0.0000151503
1007.0000000000	0.0000155335	0.0000088574	0.0000093261	0.0003952964	0.0000151376
1008.0000000000	0.0000156559	0.0000088911	0.0000092297	0.0003879927	0.0000151249
1009.0000000000	0.0000157783	0.0000089249	0.0000091333	0.0003806889	0.0000151122
1010.0000000000	0.0000159007	0.0000089586	0.0000090369	0.0003733852	0.0000150995
1011.0000000000	0.0000163155	0.0000091068	0.0000096179	0.0003670062	0.0000156564
1012.0000000000	0.0000167304	0.0000092549	0.0000101988	0.0003606272	0.0000162133
1013.0000000000	0.0000171453	0.0000094031	0.0000107798	0.0003542482	0.0000167701
1014.0000000000	0.0000175601	0.0000095513	0.0000113607	0.0003478692	0.0000173270
1015.0000000000	0.0000179750	0.0000096994	0.0000119416	0.0003414902	0.0000178839
1016.0000000000	0.0000180092	0.0000100136	0.0000121645	0.0003355478	0.0000180574
1017.0000000000	0.0000180433	0.0000103278	0.0000123874	0.0003296053	0.0000182309
1018.0000000000	0.0000180774	0.0000106420	0.0000126102	0.0003236628	0.0000184044
1019.0000000000	0.0000181116	0.0000109562	0.0000128331	0.0003177203	0.0000185779
1020.0000000000	0.0000181457	0.0000112704	0.0000130560	0.0003117779	0.0000187515
1021.0000000000	0.0000187967	0.0000115847	0.0000125681	0.0003040134	0.0000185427
1022.0000000000	0.0000194478	0.0000118990	0.0000120803	0.0002962489	0.0000183339
1023.0000000000	0.0000200988	0.0000122133	0.0000115925	0.0002884844	0.0000181251
1024.0000000000	0.0000207498	0.0000125276	0.0000111047	0.0002807200	0.0000179164
1025.0000000000	0.0000214008	0.0000128419	0.0000106169	0.0002729555	0.0000177076
1026.0000000000	0.0000224962	0.0000123933	0.0000108309	0.0002663734	0.0000174982
1027.0000000000	0.0000235917	0.0000119447	0.0000110449	0.0002597912	0.0000172888
1028.0000000000	0.0000246871	0.0000114960	0.0000112590	0.0002532091	0.0000170794
1029.0000000000	0.0000257825	0.0000110474	0.0000114730	0.0002466270	0.0000168700
1030.0000000000	0.0000268779	0.0000105988	0.0000116870	0.0002400449	0.0000166605
1031.0000000000	0.0000258948	0.0000106213	0.0000119064	0.0002338363	0.0000163145
1032.0000000000	0.0000249118	0.0000106438	0.0000121258	0.0002276277	0.0000159684
1033.0000000000	0.0000239288	0.0000106664	0.0000123453	0.0002214191	0.0000156223
1034.0000000000	0.0000229457	0.0000106889	0.0000125647	0.0002152105	0.0000152763
1035.0000000000	0.0000219627	0.0000107114	0.0000127841	0.0002090019	0.0000149302
1036.0000000000	0.0000220332	0.0000103029	0.0000126964	0.0002031732	0.0000151073
1037.0000000000	0.0000221037	0.0000098944	0.0000126086	0.0001973444	0.0000152844
1038.0000000000	0.0000221742	0.0000094860	0.0000125209	0.0001915157	0.0000154614
1039.0000000000	0.0000222446	0.0000090775	0.0000124332	0.0001856870	0.0000156385
1040.0000000000	0.0000223151	0.0000086690	0.0000123454	0.0001798583	0.0000158156
1041.0000000000	0.0000219722	0.0000089048	0.0000116830	0.0001757842	0.0000156258
1042.0000000000	0.0000216293	0.0000091406	0.0000110206	0.0001717100	0.0000154361
1043.0000000000	0.0000212864	0.0000093764	0.0000103581	0.0001676359	0.0000152463
1044.0000000000	0.0000209434	0.0000096122	0.0000096957	0.0001635617	0.0000150566
1045.0000000000	0.0000206005	0.0000098480	0.0000090333	0.0001594876	0.0000148668
1046.0000000000	0.0000200521	0.0000096153	0.0000095623	0.0001551586	0.0000153956
1047.0000000000	0.0000195037	0.0000093826	0.0000100914	0.0001508295	0.0000159245
1048.0000000000	0.0000189554	0.0000091499	0.0000106205	0.0001465005	0.0000164533
1049.0000000000	0.0000184070	0.0000089172	0.0000111496	0.0001421714	0.0000169821
1050.0000000000	0.0000178586	0.0000086844	0.0000116786	0.0001378424	0.0000175110
1051.0000000000	0.0000142869	0.0000069476	0.0000093429	0.0001342062	0.0000140088
1052.0000000000	0.0000107152	0.0000052107	0.0000070072	0.0001305700	0.0000105066
1053.0000000000	0.0000071434	0.0000034738	0.0000046715	0.0001269339	0.0000070044
1054.0000000000	0.0000035717	0.0000017369	0.0000023357	0.0001232977	0.0000035022
1055.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001196615	0.0000000000
1056.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001007889	0.0000000000
1057.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000819163	0.0000000000
1058.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000630437	0.0000000000
1059.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000441711	0.0000000000
1060.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000252985	0.0000000000
1061.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000202388	0.0000000000
1062.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000151791	0.0000000000
1063.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000101194	0.0000000000
1064.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000050597	0.0000000000
1065.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1066.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1067.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1068.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1069.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1070.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1071.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1072.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1073.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1074.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1075.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1076.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1077.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1078.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1079.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1080.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1081.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1082.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1083.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1084.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1085.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1086.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1087.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1088.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1089.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1090.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1091.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1092.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1093.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1094.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1095.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1096.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1097.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1098.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1099.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1100.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1101.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1102.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1103.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1104.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1105.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1106.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1107.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1108.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1109.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1110.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1111.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1112.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1113.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1114.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1115.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1116.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1117.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1118.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1119.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1120.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1121.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1122.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1123.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1124.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1125.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1126.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1127.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1128.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1129.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1130.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1131.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1132.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1133.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1134.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1135.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1136.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1137.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1138.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1139.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1140.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1141.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1142.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1143.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1144.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1145.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1146.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1147.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1148.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1149.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1150.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1151.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1152.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1153.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1154.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1155.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1156.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1157.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1158.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1159.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1160.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1161.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1162.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1163.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1164.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1165.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1166.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1167.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1168.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1169.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1170.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1171.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1172.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1173.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1174.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1175.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1176.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1177.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1178.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1179.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1180.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1181.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1182.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1183.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1184.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1185.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1186.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1187.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1188.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1189.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1190.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1191.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1192.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1193.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1194.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1195.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1196.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1197.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1198.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1199.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1200.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1201.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1202.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1203.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1204.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1205.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1206.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1207.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1208.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1209.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1210.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1211.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1212.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1213.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1214.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1215.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1216.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1217.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1218.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1219.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1220.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1221.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1222.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1223.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1224.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1225.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1226.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1227.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1228.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1229.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1230.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1231.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1232.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1233.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1234.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1235.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1236.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1237.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1238.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1239.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1240.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1241.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1242.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1243.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1244.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1245.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1246.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1247.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1248.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1249.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1250.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1251.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1252.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1253.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1254.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1255.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1256.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1257.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1258.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1259.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1260.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1261.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1262.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1263.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1264.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1265.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1266.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1267.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1268.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1269.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1270.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1271.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1272.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1273.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1274.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1275.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1276.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1277.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1278.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1279.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1280.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1281.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1282.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1283.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1284.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1285.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1286.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
